"","X.x","egoID","alter.initial","egoalt_relation","egoalt_relate_othr","egoalter_tie","egoalter_commfreq","alter.gender","alt.gender_othr","alter.age","alter.acad.val","alter.career.val","alter.edu","alter.edu.othr","e0102","e0103","e0203","e0104","e0204","e0304","e0105","e0205","e0305","e0405","e0106","e0206","e0306","e0406","e0506","e0107","e0207","e0307","e0407","e0507","e0607","e0108","e0208","e0308","e0408","e0508","e0608","e0708","e0109","e0209","e0309","e0409","e0509","e0609","e0709","e0809","e0110","e0210","e0310","e0410","e0510","e0610","e0710","e0810","e0910","alterID","alter.genderbi","X.y","Q94_1","Q94_2","Q94_3","Q94_4","Q94_5","Q94_6","Q96_1","Q96_2","Q96_3","Q96_4","Q96_5","Q96_6","Q98_1","Q98_2","Q98_3","Q98_4","Q98_5","Q98_6","Q100_1","Q100_2","Q100_3","Q100_4","Q100_5","Q100_6","Q102_1","Q102_2","Q102_3","Q102_4","ego.careerval","ego.acadval","ego.gender","ego.race","Q3_9_TEXT","Q3_7_TEXT","ego.workhours","ego.studentorg","ego.belong","ego.age","ego.year","ext_reg","int_toknow","ext_iden","int_stim","amotiv","int_accomp","ext_intro","ego.genderbi","ego.racetri","mean.clo","mean.comm","mean.careerval","mean.acadval","mean.edu","alt.edudiverse","alt.type","alt.age","alt.agesd","alt.female","alt.male","alt.genratio","ego.ager","mean.eigen","dens","mean.deg","mean.bet","deg.centr","alter.aca.value.avg","alter.career.value.avg","density","gendersim","agediver","belong_cat","alter.same.gen","ego.gen.cen","alter.gen.cen"
"2560",3003,1175,"mb",6,"",10,3,2,"",32,7,10,5,"",8,10,10,10,10,10,9,8,-1,0,10,2,10,7,6,10,10,6,5,9,10,1,1,1,9,9,0,8,8,0,0,7,8,0,0,1,8,7,7,-1,5,1,9,8,8,117504,1,99,5,3,5,3,1,4,5,5,3,5,4,1,5,4,5,4,5,4,1,3,3,5,5,4,4,1,4,5,10,10,2,2,NA,NA,0,2,3,NA,NA,5,3.75,4.75,3.75,1,4,4.25,1,2,8.7,2.9,8.9,8.3,5.9,3,3,91.6,158.885143701005,4,6,0.666666666666667,NA,0.751652377390217,0.822222222222222,7.4,4.76333333333333,0.177777777777778,8.3,8.9,0.822222222222222,0.2,3.32192809488736,0,"Yes",0.14449594438007,0.591445713179795
"2561",3005,1186,"mi",3,"",9,1,1,"",10,6,8,1,"",8,NA,NA,8,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118604,0,101,5,4,5,5,1,5,4,5,5,5,4,1,4,3,4,5,5,3,1,3,4,5,5,5,3,1,2,2,10,8,1,2,NA,NA,0,2,3,NA,NA,4.75,4.75,5,3.75,1,3.5,3.25,0,2,8,2,9.5,8,5.25,3,5,45.6666666666667,34.5591280754207,0,3,0,NA,0.784837644929966,0.666666666666667,2,0.5,0.333333333333333,8,9.5,0.666666666666667,-0.5,1.58496250072116,0,"Yes",-0.0555040556199305,-0.408554286820205
"2562",3006,1187,"ab",3,"",10,1,1,"",14,10,3,3,"",9,10,10,5,7,10,6,8,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118704,0,102,4,5,5,3,2,4,5,5,3,5,1,1,5,5,5,5,4,1,1,5,5,5,5,5,2,1,5,5,10,9,1,1,NA,NA,12,3,5,NA,NA,4.75,4.5,4.75,1.75,1.25,4.75,5,0,1,10,1,6,7,4,5,4,25.4,16.5469030334984,2,3,0.666666666666667,NA,0.843225924057781,1,4,0.1,0,7,6,1,-0.2,2.32192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"2563",3007,1189,"dj",4,"",10,2,2,"",25,7,7,7,"",NA,9,9,10,10,7,10,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118904,1,103,4,4,5,2,1,4,4,5,4,5,2,1,4,5,5,5,5,2,1,5,5,5,5,5,3,1,5,5,10,10,2,1,NA,NA,20,1,5,NA,NA,4.75,4.5,5,2.25,1,4.5,4.75,1,1,9.2,1.8,9.4,9.4,5.8,2,5,34.8,12.397580409096,2,3,0.666666666666667,NA,0.886640965181887,0.8,3.2,0.4,0.2,9.4,9.4,0.8,0.2,1.92192809488736,1,"Yes",0.14449594438007,0.591445713179795
"2564",3008,1190,"pd",6,"",10,4,1,"",56,10,10,7,"",NA,10,10,6,6,10,0,0,8,7,0,0,6,10,10,6,8,10,10,10,10,6,9,10,10,10,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,119004,0,104,5,5,5,2,1,5,5,5,5,5,2,1,5,3,5,5,5,2,1,5,2,5,4,5,5,1,3,5,10,10,2,1,NA,NA,0,1,4,NA,NA,5,4.75,5,2.75,1,4.5,3.75,1,1,9.2,3.8,9.3,9.8,6.7,3,3,135.6,303.736801267881,6,4,1.5,NA,0.686176133665381,0.555555555555556,5,2.7,0.333333333333333,9.8,9.3,0.555555555555556,-0.2,3.12192809488736,1,"No",0.14449594438007,-0.408554286820205
"2565",3009,1191,"rh",4,"",10,2,2,"",76,8,10,4,"",2,10,-2,10,10,10,10,10,4,4,6,10,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119104,1,105,4,3,4,4,2,2,5,5,4,5,4,1,4,4,5,5,5,4,1,4,5,5,5,4,4,1,4,5,10,10,1,1,NA,NA,30,3,5,NA,NA,4.75,4.25,4.5,4,1.25,3.5,4.75,0,1,8.16666666666667,2,9.16666666666667,7.33333333333333,4.33333333333333,2,3,50.5,19.1075901149255,2,4,0.5,NA,0.872756735230236,0.8,4,0.833333333333333,0.2,7.33333333333333,9.16666666666667,0.8,-0.333333333333333,2.58496250072116,1,"No",-0.0555040556199305,0.591445713179795
"2566",3010,1192,"hs",6,"",10,3,1,"",23,10,10,7,"",10,10,10,10,10,10,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,10,2,10,10,10,10,10,10,10,10,10,10,10,10,8,10,5,7,10,4,119204,0,106,5,3,5,5,2,3,5,5,5,5,5,3,4,4,5,5,5,3,1,3,4,5,5,5,4,3,4,4,10,10,1,1,NA,NA,60,1,5,NA,NA,5,4.5,5,4.25,2.25,3.5,4.25,0,1,9.9,2.1,9.7,9.6,6.6,4,5,46.4,25.3648926230287,4,6,0.666666666666667,NA,0.931460682335565,1,9,0.7,0,9.6,9.7,1,-0.2,2.72192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"2567",3013,1196,"sm",8,"academic",10,6,1,"",35,10,10,7,"",0,0,8,0,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119604,0,109,3,3,4,2,1,4,4,4,4,4,2,1,4,4,4,4,4,2,1,4,4,4,4,4,2,1,3,3,10,10,2,1,NA,NA,0,3,4,NA,NA,3.75,3.75,4,2,1,3.75,3.75,1,1,10,4.5,10,10,7,1,3,34.75,0.5,0,4,0,NA,0.984622773906253,1,2,0,0,10,10,1,1,0,1,"No",0.14449594438007,-0.408554286820205
"2568",3014,1197,"gm",4,"",10,2,2,"",58,10,10,8,"",10,10,10,10,10,10,0,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119704,1,110,5,3,4,2,1,2,5,5,2,4,2,2,3,5,5,2,4,1,1,3,3,5,3,3,1,1,3,5,10,10,1,5,NA,NA,0,1,3,NA,NA,5,2.5,3.75,1.5,1.25,2.75,4.5,0,3,9.8,1.8,10,10,8,3,4,50.2,6.1400325732035,2,3,0.666666666666667,NA,0.818610221844572,0.7,2.8,0.6,0.3,10,10,0.7,-0.2,2.32192809488736,0,"No",-0.0555040556199305,0.591445713179795
"2569",3016,1199,"sh",3,"",10,3,1,"",30,8,10,8,"",5,4,10,0,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119904,0,112,3,3,5,4,4,4,4,3,4,4,3,2,3,5,4,4,5,3,1,3,4,4,5,3,3,1,3,3,8,7,1,NA,NA,NA,0,3,5,NA,NA,3.5,4,4.25,3.25,2,3.25,4,0,NA,8.25,1.75,10,8.75,5.5,4,4,37,15.790292376436,2,2,1,NA,0.745473054693682,0.833333333333333,2.5,0.5,0.166666666666667,8.75,10,0.833333333333333,0,1.5,1,"Yes",-0.0555040556199305,-0.408554286820205
"2570",3019,1202,"dmr",3,"",10,1,1,"",17,6,10,3,"",5,10,10,6,10,10,9,10,10,10,10,10,10,10,10,9,8,10,10,10,10,10,10,10,10,10,10,10,6,10,5,8,0,0,8,0,10,10,10,10,10,0,10,10,0,120204,0,115,4,4,5,3,1,4,5,5,4,5,2,1,5,4,4,3,4,2,1,4,5,4,4,5,2,1,4,5,10,10,1,2,NA,NA,0,1,5,NA,NA,4.25,3.75,4.75,2.25,1,4.25,4.75,0,2,9.5,1.8,6.4,6.1,3.6,5,4,220.9,410.48980228232,3,7,0.428571428571429,NA,0.893977169908617,0.888888888888889,8,0.5,0.111111111111111,6.1,6.4,0.888888888888889,-0.4,2.72192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"2571",3022,1205,"rh",6,"",10,1,1,"",18,10,10,4,"",10,10,10,8,8,8,10,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120504,0,118,5,5,5,2,1,4,5,5,4,5,2,1,5,4,4,5,5,3,1,5,5,4,5,5,4,1,5,5,10,10,1,1,NA,NA,10,2,4,NA,NA,4.5,4.75,5,2.75,1,4.75,4.75,0,1,10,1.2,9.8,7.8,4.4,3,5,44,25.4460212999989,2,3,0.666666666666667,NA,0.963490101952166,1,4,0,0,7.8,9.8,1,-0.2,2.32192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"2572",3023,1206,"cb",4,"",6,3,1,"",27,7,6,7,"",10,4,-6,6,5,6,8,10,5,6,4,4,6,6,3,4,0,0,0,2,7,10,6,0,0,5,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120604,0,119,3,4,5,3,1,3,5,5,4,5,1,1,3,4,4,4,5,1,1,4,4,5,3,4,2,1,4,4,9,10,1,1,NA,NA,10,1,4,NA,NA,4.25,3.75,4.75,1.75,1,3.5,4.25,0,1,7.5,1.5,7.125,7,5.125,5,5,25.625,12.0230433513554,1,7,0.142857142857143,NA,0.754043110163165,0.785714285714286,5.5,1.5,0.214285714285714,7,7.125,0.785714285714286,-0.75,2.40563906222957,1,"Yes",-0.0555040556199305,-0.408554286820205
"2573",3024,1208,"bm",3,"",10,2,1,"",30,10,10,9,"",10,10,10,10,10,10,5,6,10,0,1,4,10,2,10,4,4,10,3,10,10,8,9,8,9,1,1,1,6,7,7,10,1,2,1,2,10,10,10,10,1,0,-1,7,10,120804,0,120,1,3,3,1,1,1,3,3,3,3,1,2,2,3,1,2,2,2,1,2,2,1,3,3,3,2,3,3,10,10,2,2,NA,NA,0,3,4,NA,NA,1.5,2.75,2.75,1.75,1.5,2,2.75,1,2,9.3,1.7,7.1,7.3,6.8,4,4,28.5,16.2975799157762,8,2,4,NA,0.723700937668371,0.933333333333333,8.4,4.1,0.0666666666666667,7.3,7.1,0.933333333333333,-0.6,2.12192809488736,1,"No",0.14449594438007,-0.408554286820205
"2574",3025,1209,"mb",8,"academic",10,3,1,"",35,8,8,8,"",NA,8,7,2,1,0,2,1,1,3,10,10,7,0,0,2,2,0,0,0,4,2,2,0,0,0,4,5,10,10,6,0,0,10,5,5,10,10,7,0,0,10,6,5,10,120904,0,121,4,4,5,2,1,3,3,5,3,5,2,1,4,3,4,3,5,2,1,2,3,4,4,5,4,1,4,3,9,9,2,1,NA,NA,4,1,4,NA,NA,4.25,3.5,5,2.5,1,3.25,3,1,1,8.5,2.1,8.3,7.3,6.3,3,6,28.2,12.8909959963448,3,7,0.428571428571429,NA,0.627519576874715,0.688888888888889,6.2,3.4,0.2,7.3,8.3,0.688888888888889,0.4,2.52192809488736,1,"No",0.14449594438007,-0.408554286820205
"2575",3026,1210,"zl",5,"",10,1,2,"",19,8,10,4,"",10,9,10,10,10,6,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,0,9,121004,1,122,4,5,5,4,1,5,5,5,5,5,2,1,5,5,5,5,5,3,1,5,5,5,5,5,5,1,5,5,10,10,1,1,NA,NA,0,3,4,NA,NA,4.75,5,5,3.5,1,5,5,0,1,6.7,3.1,5.6,5.5,5.6,5,6,36.3,16.5801085641802,4,6,0.666666666666667,NA,0.628456415584785,0.464285714285714,3.25,2.25,0.392857142857143,4.375,4.5,0.464285714285714,-0.25,2.75,1,"No",-0.0555040556199305,0.591445713179795
"2576",3027,1211,"vc",6,"",6,6,1,"",52,8,8,5,"",0,0,8,0,1,3,8,2,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121104,0,123,3,3,5,3,2,3,5,5,3,3,2,2,5,4,5,2,3,2,1,1,2,5,2,2,1,1,4,4,8,8,1,2,NA,NA,0,3,1,NA,NA,4.5,2.5,3.25,2,1.5,3.25,3.75,0,2,6.4,4,9,8.8,7.2,4,3,37,12.2882057274445,1,4,0.25,NA,0.755193398373275,0.7,2.8,1.2,0.3,8.8,9,0.7,-0.6,2.32192809488736,0,"Yes",-0.0555040556199305,-0.408554286820205
"2577",3028,1213,"cd",1,"",5,1,2,"",45,6,7,4,"",0,7,0,0,10,0,5,7,5,7,4,5,4,5,9,5,2,5,4,3,8,6,6,7,7,10,10,10,0,0,0,0,0,6,6,0,5,5,0,5,0,0,0,0,0,121304,1,124,5,3,4,2,2,2,4,5,3,5,2,1,4,4,3,3,5,3,2,3,5,5,4,4,3,2,5,5,10,5,2,1,NA,NA,15,2,3,NA,NA,4.5,3.25,4.5,2.5,1.75,3.5,4.5,1,1,8.5,2.7,8.9,9.2,6,5,3,33.3,16.4860210144501,5,5,1,NA,0.639792166965279,0.644444444444444,5.8,2.46666666666667,0.244444444444444,9.2,8.9,0.644444444444444,0,2.04643934467102,0,"Yes",0.14449594438007,0.591445713179795
"2578",3029,1214,"ar",8,"academic",10,4,1,"",42,10,10,7,"",4,9,10,6,2,10,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121404,0,125,4,2,3,4,2,2,4,4,3,4,1,1,3,2,4,2,3,1,1,2,2,4,3,2,2,1,2,4,9,9,1,1,NA,NA,30,3,3,NA,NA,4,2.5,3,2,1.25,2.25,3,0,1,9.8,2.6,10,8.6,6.4,4,4,35.8,8.04363102087608,1,4,0.25,NA,0.667928956223564,0.7,2.8,0.7,0.3,8.6,10,0.7,-0.6,1.52192809488736,0,"Yes",-0.0555040556199305,-0.408554286820205
"2579",3031,1216,"mb",8,"academic",6,2,2,"",NA,10,NA,7,"",10,7,7,4,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121604,1,127,2,2,4,1,1,2,3,2,3,4,1,1,2,4,4,4,4,2,1,4,3,3,2,5,1,1,1,4,8,8,2,1,NA,NA,20,1,3,NA,NA,2.75,2.75,4.25,1.25,1,2.25,3.5,1,1,8,1.33333333333333,7,8,7,1,4,NA,NA,2,1,2,NA,0.860362649170338,1,3,0.375,0,NA,NA,1,-0.333333333333333,0,0,"Yes",0.14449594438007,0.591445713179795
"2580",3032,1217,"jl",4,"",7,4,1,"",25,10,10,7,"",NA,6,0,0,0,0,1,-1,-3,-3,5,-2,7,1,8,-2,-5,-3,-1,1,8,4,7,4,-7,2,-9,2,7,10,10,4,5,10,8,8,3,5,9,-7,-3,-6,-3,9,7,121704,0,128,4,3,4,4,1,3,4,4,3,4,3,2,5,5,3,4,5,4,1,4,4,4,3,5,4,1,4,5,10,8,1,1,NA,NA,12,1,4,NA,NA,3.75,3.25,4.5,3.75,1.25,4,4.5,0,1,5,2.5,6.8,6.7,5.2,7,5,28.8,16.7716692338267,5,5,1,NA,0.546878053842035,0.577777777777778,5.2,4,0.422222222222222,6.7,6.8,0.577777777777778,0,3.32192809488736,1,"Yes",-0.0555040556199305,-0.408554286820205
"2581",3033,1218,"dj",6,"",10,2,2,"",38,10,10,7,"",10,10,10,10,9,10,10,10,10,9,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,10,10,10,10,10,10,0,0,10,121804,1,129,3,4,5,3,1,4,3,4,3,4,3,1,4,4,4,4,4,4,1,3,2,3,4,3,1,1,3,NA,10,10,2,1,NA,NA,0,1,4,NA,NA,3.5,3.75,4,2.75,1,3.5,NA,1,1,9.6,2,10,9.8,5.2,6,4,37.4,19.1322880086111,7,3,2.33333333333333,NA,0.89526522299953,0.857142857142857,6,0.5,0.142857142857143,10,10,0.857142857142857,-0.25,3,1,"Yes",0.14449594438007,0.591445713179795
"2582",3034,1220,"jb",10,"othr_adults",2,3,1,"",45,0,0,9,"",0,0,0,0,1,0,0,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122004,0,130,2,5,2,5,1,5,4,3,5,2,4,1,5,3,3,5,3,4,1,5,5,3,5,2,5,1,5,5,2,8,2,1,NA,NA,10,1,5,NA,NA,2.75,5,2.25,4.5,1,5,4.25,1,1,6.4,3.4,4.2,4.4,7.6,3,5,40.4,11.7601020403736,2,3,0.666666666666667,NA,0.615498553637817,0.5,1.5,1,0.166666666666667,5,5.25,0.5,0.5,1.5,1,"No",0.14449594438007,-0.408554286820205
"2583",3035,1221,"sh",6,"",9,1,1,"",18,10,10,4,"",8,9,9,4,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122104,0,131,5,3,5,4,3,3,4,5,4,4,3,2,4,5,5,4,4,3,2,3,4,5,4,5,3,2,5,4,8,8,1,1,NA,NA,30,2,4,NA,NA,5,3.75,4.5,3.25,2.25,3.75,4.25,0,1,8,1,9.25,9,5.5,2,4,33.25,15.4353490404331,1,3,0.333333333333333,NA,0.836705627310259,1,3,0.5,0,9,9.25,1,-0.5,2,1,"Yes",-0.0555040556199305,-0.408554286820205
"2584",3036,1222,"jl",6,"",8,4,1,"",21,10,10,5,"",NA,10,10,2,2,2,4,4,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122204,0,132,NA,NA,NA,NA,NA,NA,2,5,2,5,1,1,3,3,4,3,3,1,1,2,3,5,3,5,1,1,3,3,10,10,1,1,NA,NA,10,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2.75,0,1,9.6,1.8,10,9.2,5.8,3,4,27.8,12.1326007104825,2,3,0.666666666666667,NA,0.662559557203906,0.8,3.2,0.8,0.2,9.2,10,0.8,-0.2,1.92192809488736,0,"Yes",-0.0555040556199305,-0.408554286820205
"2585",3038,1225,"el",6,"",5,3,2,"",19,3,6,5,"",9,2,5,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122504,1,134,4,2,1,1,3,1,4,3,2,5,1,2,1,1,2,3,2,1,2,1,1,4,2,1,1,2,1,3,6,4,3,1,NA,NA,0,3,3,NA,NA,3.25,2.25,2.25,1,2.25,1,2.25,NA,1,7.75,2,4.5,5,6.25,3,4,33.25,17.7270979012358,3,1,3,NA,0.737863960091333,0.833333333333333,2.5,0.5,0.166666666666667,5,4.5,0.833333333333333,1,2,0,"No",0.34449594438007,0.591445713179795
"2586",3039,1226,"fp",6,"",10,2,2,"",65,10,10,7,"",10,0,10,5,5,0,6,6,0,6,7,4,0,0,3,6,7,0,3,7,8,2,9,0,0,6,2,5,6,6,0,0,2,2,1,7,6,7,0,0,3,2,4,10,10,122604,1,135,4,3,4,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,10,1,5,NA,NA,12,3,4,NA,NA,4,3.75,4,3.75,3.5,3.75,4,0,3,7.9,2.5,10,9.6,5.5,5,4,47.2,23.5126443524425,3,7,0.428571428571429,NA,0.671621927649954,0.733333333333333,6.6,3.5,0.266666666666667,9.6,10,0.733333333333333,-0.4,3.12192809488736,1,"No",-0.0555040556199305,0.591445713179795
"2587",3040,1227,"tc",4,"",9,2,1,"",56,7,10,5,"",8,10,10,6,9,4,10,10,-5,10,10,10,4,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122704,0,136,3,4,5,1,1,3,5,5,4,5,1,1,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,10,10,1,1,NA,NA,0,3,5,NA,NA,4.5,4.5,5,1,1,4.5,5,0,1,9.5,2.83333333333333,9.5,9,6.5,5,4,201.333333333333,391.11208964524,4,2,2,NA,0.898019338892445,0.933333333333333,4.66666666666667,0.416666666666667,0.0666666666666667,9,9.5,0.933333333333333,0.333333333333333,2.58496250072116,1,"Yes",-0.0555040556199305,-0.408554286820205
"2588",3041,1228,"al",8,"academic",10,3,2,"",46,7,5,8,"",10,2,2,4,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122804,1,137,3,2,4,1,3,1,5,3,2,3,1,2,1,5,3,2,2,1,2,1,5,3,3,2,2,2,1,5,7,8,3,1,NA,NA,0,2,4,NA,NA,3,2.25,2.75,1.25,2.25,1,5,NA,1,7.75,3.25,8.25,8.75,8.25,3,3,47,1,3,1,3,NA,0.86398589713346,1,3,0.5,0,8.75,8.25,1,1,1.58496250072116,1,"No",0.34449594438007,0.591445713179795
"2589",3042,1229,"rn",1,"",10,1,2,"",NA,10,10,9,"",0,5,1,6,1,10,0,0,10,10,10,0,1,1,0,10,0,1,1,0,10,0,0,10,10,10,0,0,8,0,10,10,8,0,2,7,0,0,3,7,6,0,0,4,1,122904,1,138,5,5,5,3,1,4,3,5,5,5,4,1,5,5,5,5,5,2,1,5,5,5,5,5,2,1,5,5,10,10,2,1,NA,NA,0,1,4,NA,NA,5,5,5,2.75,1,4.75,4.5,1,1,9.8,3,10,10,7.44444444444444,4,5,NA,NA,8,2,4,NA,0.611701822031009,0.622222222222222,5.6,4.5,0.377777777777778,10,10,0.622222222222222,-0.6,0,1,"Yes",0.14449594438007,0.591445713179795
"2590",3043,1230,"aw",4,"",10,3,1,"",51,10,10,7,"",NA,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123004,0,139,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,5,1,5,5,5,5,5,3,1,5,5,10,10,1,1,NA,NA,15,1,5,NA,NA,5,5,5,4.5,1,5,5,0,1,10,3.28571428571429,10,10,6.71428571428571,4,5,42.2857142857143,16.888993316302,1,6,0.166666666666667,NA,0.5,0.333333333333333,1.66666666666667,0.166666666666667,0.0666666666666667,10,10,0.333333333333333,-0.666666666666667,2.58496250072116,1,"Yes",-0.0555040556199305,-0.408554286820205
"2591",3044,1231,"lc",5,"",10,1,2,"",17,6,10,4,"",10,-1,9,8,9,10,6,0,6,10,6,0,4,10,10,10,10,10,10,9,5,4,2,10,6,2,2,5,10,10,9,4,0,0,8,8,4,10,8,8,0,0,10,4,2,123104,1,140,4,3,5,3,3,3,3,4,1,3,1,2,2,3,3,3,3,3,2,3,3,3,2,2,2,4,2,2,8,6,1,1,NA,NA,20,3,3,NA,NA,3.5,2.25,3.25,2.25,2.75,2.5,2.75,0,1,8.6,1.7,8.2,6.77777777777778,5.6,5,5,34.8,16.267213105576,4,6,0.666666666666667,NA,0.758686935914928,0.844444444444444,7.6,2.95,0.155555555555556,NA,8.2,0.844444444444444,-0.2,2.92192809488736,0,"No",-0.0555040556199305,0.591445713179795
"2592",3045,1232,"dt",1,"parentfig",6,3,2,"",49,8,10,5,"",5,10,0,10,-3,0,0,2,0,0,3,8,0,2,0,10,8,7,8,0,3,10,0,7,0,0,0,10,10,-5,4,4,0,0,2,-6,3,9,0,1,0,5,2,0,0,123204,1,141,1,4,3,3,2,4,4,3,4,3,4,2,5,4,2,3,2,4,1,5,5,2,5,2,4,1,4,5,9,10,1,1,NA,NA,20,1,5,NA,NA,2,4,2.5,3.75,1.5,4.5,4.5,0,1,6.1,2.8,8.3,7.9,5.5,5,5,131.2,305.243363746226,5,5,1,NA,0.533477920646133,0.533333333333333,4.8,4.2,0.355555555555556,7.9,8.3,0.533333333333333,0,3.12192809488736,1,"No",-0.0555040556199305,0.591445713179795
"2593",3046,1233,"rp",4,"",10,3,1,"",65,10,10,3,"",10,6,8,6,10,10,8,-3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,8,2,0,0,0,0,0,1,7,3,0,0,0,0,0,1,0,0,0,123304,0,142,4,5,5,4,1,5,3,4,3,5,3,1,4,3,4,4,5,2,1,4,2,NA,5,5,1,1,3,3,10,7,2,2,NA,NA,0,2,4,NA,NA,NA,4.25,5,2.5,1,4,2.75,1,2,9.1,1.9,10,10,5.4,5,4,46.2,18.9431899226198,6,4,1.5,NA,0.416602027240096,0.355555555555556,3.2,5,0.2,10,10,0.355555555555556,-0.2,2.44643934467102,1,"No",0.14449594438007,-0.408554286820205
